run,final_val/mAP_50_95,best_val/mAP_50_95,best_epoch_val/mAP_50_95,final_val/ema_mAP_50_95,best_val/ema_mAP_50_95,best_epoch_val/ema_mAP_50_95,final_val/mAP_50,best_val/mAP_50,best_epoch_val/mAP_50,final_val/mAP_75,best_val/mAP_75,best_epoch_val/mAP_75,final_val/mAR,best_val/mAR,best_epoch_val/mAR,final_val/loss,best_val/loss,best_epoch_val/loss,final_val/precision,best_val/precision,best_epoch_val/precision,final_val/recall,best_val/recall,best_epoch_val/recall,final_val/F1,best_val/F1,best_epoch_val/F1,final_train/loss,final_train/loss_ce,final_train/loss_bbox,final_train/loss_giou
baseline,0.7523198127746582,0.760470449924469,2,0.7539964318275452,0.7635015249252319,5,0.9363104104995728,0.9496435523033142,0,0.828952431678772,0.8469809293746948,2,0.8051856160163879,0.8077238202095032,2,2.981276035308838,2.9253814220428467,2,0.9868497848510742,0.9888888597488404,5,0.9216703176498412,0.9301310181617736,2,0.9531470537185668,0.9570345282554626,2,1.69170880317688,0.2201950997114181,0.0059151835739612,0.071227490901947
temporal,0.7612253427505493,0.7613030672073364,3,0.762120246887207,0.7660936117172241,5,0.9429619312286376,0.949401557445526,1,0.8407092094421387,0.8541834950447083,5,0.8024563193321228,0.8038755655288696,8,2.876070737838745,2.850533962249756,8,0.9920751452445984,0.9920751452445984,9,0.9224891066551208,0.9263100624084472,1,0.9560175538063048,0.9563990235328674,6,1.416353702545166,0.1948700994253158,0.003652845043689,0.0570384003221988
